Feature,Flight,Image,PassFail,X,Y
CurvedArrow,TigerAirA320Rain,000138.png,0,,
CurvedArrow,TigerAirA320Rain,000139.png,1,1279, 520
CurvedArrow,TigerAirA320Rain,000140.png,1,1287, 514
CurvedArrow,TigerAirA320Rain,000141.png,0,,
CurvedArrow,TigerAirA320Rain,000142.png,0,,
CurvedArrow,TigerAirA320Rain,000143.png,0,,
CurvedArrow,TigerAirA320Rain,000144.png,1,1294, 551
CurvedArrow,TigerAirA320Rain,000145.png,0,,
CurvedArrow,TigerAirA320Rain,000146.png,0,,
CurvedArrow,TigerAirA320Rain,000147.png,0,,
CurvedArrow,TigerAirA320Rain,000148.png,0,,
CurvedArrow,TigerAirA320Rain,000149.png,0,,
CurvedArrow,TigerAirA320Rain,000150.png,0,,
CurvedArrow,TigerAirA320Rain,000151.png,0,,
CurvedArrow,TigerAirA320Rain,000152.png,0,,
CurvedArrow,TigerAirA320Rain,000153.png,1,813, 527
CurvedArrow,TigerAirA320Rain,000154.png,0,,
CurvedArrow,TigerAirA320Rain,000155.png,0,,
CurvedArrow,TigerAirA320Rain,000156.png,1,1289, 551
CurvedArrow,TigerAirA320Rain,000157.png,1,1289, 551
DoorFramelines,A320,000156.png,1,1340.98, 303.838
DoorFramelines,A320,000157.png,1,1361.45, 315.405
DoorFramelines,A320,000158.png,1,1351.45, 343.678
DoorFramelines,A320,000159.png,1,1357.35, 307.813
DoorFramelines,A320,000160.png,1,1361.99, 313.198
DoorFramelines,A320,000161.png,1,1358.53, 342.762
DoorFramelines,A320,000162.png,1,1372.19, 333.788
DoorFramelines,A320,000163.png,1,1380.97, 353.982
DoorFramelines,A320,000164.png,1,840.714, 378.781
DoorFramelines,A320,000165.png,1,1382.19, 352.438
DoorFramelines,A320,000166.png,1,1386.7, 360.913
DoorFramelines,A320,000167.png,1,1397.3, 371.766
DoorFramelines,A320,000168.png,0,,
DoorFramelines,A320,000169.png,1,1391.6, 381.854
DoorFramelines,A320,000170.png,1,1413.72, 406.466
DoorFramelines,A320,000171.png,1,1417.11, 501.394
DoorFramelines,A320,000172.png,1,1420.32, 384.288
DoorFramelines,A320,000173.png,1,1415.36, 403.102
DoorFramelines,A320,000174.png,1,1420.23, 384.059
DoorFramelines,A320,000175.png,1,1422.47, 450.697
DoorFramelines,A320,000176.png,1,1460.87, 201.625
DoorFramelines,A320,000177.png,0,,
DoorFramelines,A320,000178.png,1,1422.53, 406.164
DoorFramelines,A320,000179.png,1,1431.57, 412.594
DoorFramelines,A320,000180.png,1,1433.78, 412.43
DoorFramelines,A320,000181.png,1,1430.17, 508.59
DoorFramelines,A320,000182.png,1,1437.82, 373.212
DoorFramelines,A320,000183.png,1,1438.37, 378.948
DoorFramelines,A320,000184.png,1,1429.9, 504.916
DoorFramelines,A320,000185.png,1,1436.22, 395.948
DoorFramelines,A320,000186.png,1,1434.78, 404.39
DoorFramelines,ANAB787,000187.png,0,,
DoorFramelines,ANAB787,000188.png,0,,
DoorFramelines,ANAB787,000189.png,1,1539.9, 167.162
DoorFramelines,ANAB787,000190.png,1,1528.09, 191.196
DoorFramelines,ANAB787,000191.png,1,1526.75, 213.667
DoorFramelines,ANAB787,000192.png,0,,
DoorFramelines,ANAB787,000193.png,1,1536.57, 233.098
DoorFramelines,ANAB787,000194.png,1,1552.42, 261.465
DoorFramelines,ANAB787,000195.png,1,519.523, 273.849
DoorFramelines,ANAB787,000196.png,1,501.841, 292.015
DoorFramelines,ANAB787,000197.png,1,497.573, 320.514
DoorFramelines,ANAB787,000198.png,0,,
DoorFramelines,ANAB787,000199.png,0,,
DoorFramelines,ANAB787,000200.png,0,,
DoorFramelines,ANAB787,000201.png,1,1535.62, 368.502
DoorFramelines,ANAB787,000202.png,0,,
DoorFramelines,ANAB787,000203.png,0,,
DoorFramelines,ANAB787,000204.png,1,1561.5, 333.585
DoorFramelines,ANAB787,000205.png,1,1568.36, 367.229
DoorFramelines,ANAB787,000206.png,1,1572.69, 289.61
DoorFramelines,ANAB787,000207.png,1,1604.32, 327.484
DoorFramelines,ANAB787,000208.png,1,1619.15, 332.09
DoorFramelines,ANAB787,000209.png,1,1604.89, 465.579
DoorFramelines,ANAB787,000210.png,1,1618.76, 376.736
DoorFramelines,ANAB787,000211.png,1,1607.53, 441.976
DoorFramelines,ANAB787,000212.png,1,1583.83, 306.272
DoorFramelines,ANAB787,000213.png,1,1617.61, 213.435
DoorFramelines,ANAB787,000214.png,1,1570.76, 473.084
DoorFramelines,ANAB787,000215.png,1,756.254, 408.098
DoorFramelines,ANAB787,000216.png,1,1591.26, 429.694
DoorFramelines,ANAB787,000217.png,1,1641.56, 243.83
DoorFramelines,ANAB787,000218.png,1,1623.62, 403.904
DoorFramelines,ANAB787,000219.png,1,1629.35, 333.119
DoorFramelines,ANAB787,000220.png,1,1637, 361.234
DoorFramelines,ANAB787,000221.png,1,1622.67, 183.904
DoorFramelines,ANAB787,000222.png,1,1631.92, 401.246
DoorFramelines,ANAB787,000223.png,1,1621, 495.979
DoorFramelines,ANAB787,000224.png,1,1634.73, 380.467
DoorFramelines,ANAB787,000225.png,1,1630.72, 406.387
DoorFramelines,ANAB787,000226.png,1,1633.84, 388.198
DoorFramelines,ANAB787,000227.png,1,733.751, 396.543
DoorFramelines,ANAB787,000228.png,1,1644.53, 346.766
DoorFramelines,ANAB787,000229.png,1,1642.49, 360.658
DoorFramelines,B787,000125.png,0,,
DoorFramelines,B787,000126.png,0,,
DoorFramelines,B787,000127.png,0,,
DoorFramelines,B787,000128.png,0,,
DoorFramelines,B787,000129.png,0,,
DoorFramelines,B787,000130.png,1,1316.12, 143.75
DoorFramelines,B787,000131.png,1,1767.38, 144.356
DoorFramelines,B787,000132.png,1,1730.13, 142.317
DoorFramelines,B787,000133.png,0,,
DoorFramelines,B787,000134.png,1,1632.67, 197.264
DoorFramelines,B787,000135.png,1,956.34, 212.101
DoorFramelines,B787,000136.png,1,1560.28, 212.07
DoorFramelines,B787,000137.png,1,1473.07, 227.223
DoorFramelines,B787,000138.png,1,1481.74, 211.178
DoorFramelines,B787,000139.png,1,1476.9, 224.05
DoorFramelines,B787,000140.png,1,1473.98, 234.524
DoorFramelines,B787,000141.png,1,1473.74, 228.426
DoorFramelines,B787,000142.png,0,,
DoorFramelines,B787,000143.png,1,1482.54, 267.961
DoorFramelines,B787,000144.png,1,1487.8, 266.782
DoorFramelines,B787,000145.png,1,1485.26, 329.756
DoorFramelines,B787,000146.png,1,1510.89, 298.804
DoorFramelines,B787,000147.png,1,1526.01, 408.181
DoorFramelines,B787,000148.png,1,1579.08, 434.035
DoorFramelines,B787,000149.png,1,1533.93, 324.771
DoorFramelines,B787,000150.png,1,1512.05, 445.345
DoorFramelines,B787,000151.png,1,647.805, 249.584
DoorFramelines,B787,000152.png,1,1521.14, 504.456
DoorFramelines,B787,000153.png,1,1568.53, 346.179
DoorFramelines,B787,000154.png,0,,
DoorFramelines,B787,000155.png,1,635.907, 230.409
DoorFramelines,B787,000156.png,1,635.364, 250.866
DoorFramelines,B787,000157.png,0,,
DoorFramelines,B787,000158.png,0,,
DoorFramelines,B787,000159.png,0,,
DoorFramelines,B787,000160.png,0,,
DoorFramelines,B787,000161.png,0,,
DoorFramelines,B787,000162.png,1,639.339, 276.564
DoorFramelines,B787,000163.png,0,,
DoorFramelines,B787,000164.png,0,,
DoorFramelines,B787,000165.png,1,1574.26, 418.017
DoorFramelines,B787,000166.png,0,,
DoorFramelines,B787,000167.png,0,,
DoorFramelines,B787,000168.png,1,1640.56, 355.427
DoorFramelines,B787,000169.png,1,662.844, 285.746
DoorFramelines,B787,000170.png,0,,
DoorFramelines,B787,000171.png,1,677.911, 358.877
DoorFramelines,B787,000172.png,1,674.168, 363.117
DoorFramelines,B787,000173.png,1,670.371, 343.825
DoorFramelines,B787,000174.png,1,1645.2, 450.47
DoorFramelines,B787,000175.png,1,1662.97, 327.218
DoorFramelines,B787,000176.png,1,673.124, 353.095
DoorFramelines,B787,000177.png,1,671.531, 346.03
DoorFramelines,MASB737,000184.png,0,,
DoorFramelines,MASB737,000185.png,1,1288.91, 184.359
DoorFramelines,MASB737,000186.png,1,1435.81, 207.402
DoorFramelines,MASB737,000187.png,1,1434.67, 225.507
DoorFramelines,MASB737,000188.png,1,1295.96, 188.827
DoorFramelines,MASB737,000189.png,1,1313.02, 214.487
DoorFramelines,MASB737,000190.png,1,1334.57, 192.105
DoorFramelines,MASB737,000191.png,1,1302.6, 252.465
DoorFramelines,MASB737,000192.png,1,1290.49, 236.905
DoorFramelines,MASB737,000193.png,1,1292.27, 264.548
DoorFramelines,MASB737,000194.png,1,1259.87, 345.74
DoorFramelines,MASB737,000195.png,1,1240.96, 281.672
DoorFramelines,MASB737,000196.png,1,1249.09, 284.651
DoorFramelines,MASB737,000197.png,1,1261.31, 271.195
DoorFramelines,MASB737,000198.png,1,1273.49, 416.094
DoorFramelines,MASB737,000199.png,1,1286.84, 328.002
DoorFramelines,MASB737,000200.png,1,1308.91, 403.456
DoorFramelines,MASB737,000201.png,0,,
DoorFramelines,MASB737,000202.png,0,,
DoorFramelines,MASB737,000203.png,0,,
DoorFramelines,MASB737,000204.png,1,1314.25, 443.11
DoorFramelines,MASB737,000205.png,0,,
DoorFramelines,MASB737,000206.png,0,,
DoorFramelines,MASB737,000207.png,0,,
DoorFramelines,MASB737,000208.png,0,,
DoorFramelines,MASB737,000209.png,0,,
DoorFramelines,MASB737,000210.png,0,,
DoorFramelines,MASB737,000211.png,0,,
DoorFramelines,MASB737,000212.png,1,1258.71, 463.427
DoorFramelines,MASB737,000213.png,0,,
DoorFramelines,MASB737,000214.png,0,,
DoorFramelines,MASB737,000215.png,0,,
DoorFramelines,MASB737,000216.png,0,,
DoorFramelines,MASB737,000217.png,0,,
DoorFramelines,MASB737,000218.png,0,,
DoorFramelines,MASB737,000219.png,0,,
DoorFramelines,MASB737,000220.png,0,,
DoorFramelines,MASB737,000221.png,0,,
DoorFramelines,MASB737,000222.png,0,,
DoorFramelines,MASB737,000223.png,0,,
DoorFramelines,MASB737,000224.png,0,,
DoorFramelines,MASB737,000225.png,0,,
DoorFramelines,MASB737,000226.png,0,,
DoorFramelines,MASB737,000227.png,0,,
DoorFramelines,MASB737,000228.png,0,,
DoorFramelines,MASB737,000229.png,0,,
DoorFramelines,MASB737,000230.png,0,,
DoorFramelines,MASB737,000231.png,0,,
DoorFramelines,MASB737,000232.png,0,,
DoorFramelines,MASB737,000233.png,0,,
DoorFramelines,MASB737,000234.png,0,,
DoorFramelines,MASB737,000235.png,0,,
DoorFramelines,MASB737,000236.png,0,,
DoorFramelines,MASB737,000237.png,1,1865.77, 341.282
DoorFramelines,MASB737,000238.png,0,,
DoorFramelines,MASB737,000239.png,1,1866.61, 394.846
DoorFramelines,MASB737,000240.png,1,1860.53, 421.564
DoorFramelines,MASB737,000241.png,1,1860.71, 365.403
DoorFramelines,MASB737,000242.png,0,,
DoorFramelines,ScootB787,000165.png,1,1527.9, 252.325
DoorFramelines,ScootB787,000166.png,1,1461.8, 242.444
DoorFramelines,ScootB787,000167.png,1,1858.6, 382.879
DoorFramelines,ScootB787,000168.png,1,1828.93, 238.331
DoorFramelines,ScootB787,000169.png,1,1796.81, 291.707
DoorFramelines,ScootB787,000170.png,1,1735.53, 342.718
DoorFramelines,ScootB787,000171.png,1,1682.04, 270.658
DoorFramelines,ScootB787,000172.png,1,1648.41, 335.621
DoorFramelines,ScootB787,000173.png,1,1662.05, 350.282
DoorFramelines,ScootB787,000174.png,1,1664.18, 341.411
DoorFramelines,ScootB787,000175.png,1,1651.92, 331.484
DoorFramelines,ScootB787,000176.png,1,1634.49, 345.004
DoorFramelines,ScootB787,000177.png,0,,
DoorFramelines,ScootB787,000178.png,1,81.6307, 200.063
DoorFramelines,ScootB787,000179.png,1,66.9611, 236.52
DoorFramelines,ScootB787,000180.png,1,826.357, 480.83
DoorFramelines,ScootB787,000181.png,1,64.1162, 215.084
DoorFramelines,ScootB787,000182.png,1,57.7593, 222.948
DoorFramelines,ScootB787,000183.png,1,66.9369, 257.351
DoorFramelines,ScootB787,000184.png,1,61.8186, 240.147
DoorFramelines,ScootB787,000185.png,1,37.1119, 252.354
DoorFramelines,ScootB787,000186.png,1,1667.17, 377.267
DoorFramelines,ScootB787,000187.png,1,1650.04, 380.808
DoorFramelines,ScootB787,000188.png,1,821.879, 385.341
DoorFramelines,ScootB787,000189.png,1,53.8697, 282.479
DoorFramelines,ScootB787,000190.png,1,1663.13, 371.928
DoorFramelines,ScootB787,000191.png,1,1676.14, 317.913
DoorFramelines,ScootB787,000192.png,1,1677.56, 349.376
DoorFramelines,ScootB787,000193.png,1,1671.72, 362.687
DoorFramelines,ScootB787,000194.png,1,723.43, 210.695
DoorFramelines,ScootB787,000195.png,1,761.977, 362.725
DoorFramelines,ScootB787,000196.png,1,1665.03, 338.013
DoorFramelines,ScootB787,000197.png,1,760.542, 360.662
DoorFramelines,ScootB787,000198.png,1,773.638, 447.102
DoorFramelines,ScootB787,000199.png,1,1660.05, 361.964
DoorFramelines,ScootB787,000200.png,1,1662.38, 369.188
DoorFramelines,ScootB787,000201.png,1,1673.96, 366.979
DoorFramelines,ScootB787,000202.png,1,1641.88, 464.63
DoorFramelines,ScootB787,000203.png,1,1650.02, 387.282
DoorFramelines,ScootB787,000204.png,1,1677.68, 319.332
DoorFramelines,ScootB787,000205.png,1,1670.12, 322.287
DoorFramelines,ScootB787,000206.png,1,1674.73, 294.045
DoorFramelines,ScootB787,000207.png,1,1668.62, 323.76
DoorFramelines,ScootB787,000208.png,1,759.116, 407.187
DoorFramelines,ScootB787,000209.png,1,1664.48, 350.732
DoorFramelines,ScootB787,000210.png,1,104.797, 262.456
DoorFramelines,ScootB787,000211.png,1,105.259, 276.337
DoorFramelines,ScootB787PBB,000164-2.png,0,,
DoorFramelines,ScootB787PBB,000165.png,1,1786.51, 186.848
DoorFramelines,ScootB787PBB,000166.png,1,1727.94, 208.019
DoorFramelines,ScootB787PBB,000167.png,1,1713.11, 187.752
DoorFramelines,ScootB787PBB,000168-2.png,1,1701.34, 165.127
DoorFramelines,ScootB787PBB,000169.png,1,1698.34, 171.758
DoorFramelines,ScootB787PBB,000170.png,1,1694.71, 198.63
DoorFramelines,ScootB787PBB,000171.png,1,1684.82, 187.868
DoorFramelines,ScootB787PBB,000172-2.png,1,1109.29, 206.169
DoorFramelines,ScootB787PBB,000173.png,1,1685.81, 215.043
DoorFramelines,ScootB787PBB,000174.png,1,1694.85, 212.392
DoorFramelines,ScootB787PBB,000175.png,1,1694.46, 241.193
DoorFramelines,ScootB787PBB,000176-2.png,1,1696.05, 285.349
DoorFramelines,ScootB787PBB,000177.png,1,1697.74, 268.444
DoorFramelines,ScootB787PBB,000178.png,1,1705.98, 275.452
DoorFramelines,ScootB787PBB,000179.png,1,1707.85, 249.345
DoorFramelines,ScootB787PBB,000180-2.png,1,1689.96, 285.897
DoorFramelines,ScootB787PBB,000181.png,1,1698.7, 256.272
DoorFramelines,ScootB787PBB,000182.png,1,1743.55, 251.945
DoorFramelines,ScootB787PBB,000183-2.png,1,1733.48, 323.974
DoorFramelines,ScootB787PBB,000184.png,1,1733.5, 328.049
DoorFramelines,ScootB787PBB,000185.png,1,1740.33, 291.373
DoorFramelines,ScootB787PBB,000186-2.png,1,131.535, 167.352
DoorFramelines,ScootB787PBB,000187.png,1,1734.47, 311.199
DoorFramelines,ScootB787PBB,000188.png,1,1737.12, 295.957
DoorFramelines,ScootB787PBB,000189-2.png,1,1737.14, 307.726
DoorFramelines,ScootB787PBB,000190.png,1,1734.13, 319.701
DoorFramelines,ScootB787PBB,000191.png,1,1731.67, 340.982
DoorFramelines,ScootB787PBB,000192.png,1,1732.36, 322.708
DoorFramelines,ScootB787PBB,000193.png,1,1728.56, 320.509
DoorFramelines,ScootB787PBB,000194.png,1,1726.62, 354.596
DoorFramelines,ScootB787PBB,000195.png,1,161.948, 248.95
DoorFramelines,ScootB787PBB,000196.png,1,1689.61, 354.034
DoorFramelines,ScootB787PBB,000197.png,1,1666.11, 352.792
DoorFramelines,ScootB787PBB,000198.png,1,1638.05, 345.957
DoorFramelines,ScootB787PBB,000199.png,1,1605.43, 369.879
DoorFramelines,ScootB787PBB,000200.png,1,1572.8, 408.178
DoorFramelines,ScootB787PBB,000201.png,1,1591.11, 345.824
DoorFramelines,ScootB787PBB,000202.png,1,1580.83, 381.099
DoorFramelines,ScootB787PBB,000203.png,1,1587.37, 335.4
DoorFramelines,ScootB787PBB,000204.png,1,1559.91, 386.924
DoorFramelines,ScootB787PBB,000205.png,1,1571.82, 335.611
DoorFramelines,ScootB787PBB,000206.png,1,1568.85, 375.804
DoorFramelines,ScootB787PBB,000207.png,1,1549.68, 381.487
DoorFramelines,ScootB787PBB,000208.png,1,40.9856, 276.669
DoorFramelines,ScootB787PBB,000209.png,1,1534.07, 393.02
DoorFramelines,ScootB787PBB,000210.png,1,51.866, 260.64
DoorFramelines,ScootB787PBB,000211.png,1,55.5619, 270.538
DoorFramelines,ScootB787PBB,000212.png,1,1580.06, 432.422
DoorFramelines,ScootB787PBB,000213.png,1,1572.02, 450.818
DoorFramelines,ScootB787PBB,000214.png,1,1583.88, 339.736
DoorFramelines,ScootB787PBB,000215.png,1,1582.74, 361.243
DoorFramelines,ScootB787PBB,000216.png,1,1609.78, 358.157
DoorFramelines,ScootB787PBB,000217.png,1,1599.68, 392.762
DoorFramelines,ScootB787PBB,000218.png,1,1580.95, 481.026
DoorFramelines,ScootB787PBB,000219.png,1,1596.02, 345.355
DoorFramelines,ScootB787PBB,000220.png,1,1594.2, 377.429
DoorFramelines,ScootB787PBB,000221.png,1,1591.32, 413.721
DoorFramelines,ScootB787PBB,000222.png,1,79.0575, 259.228
DoorFramelines,ScootB787PBB,000223.png,1,1587.57, 414.467
DoorFramelines,ScootB787PBB,000224.png,1,1600.26, 320.433
DoorFramelines,ScootB787PBB,000225.png,1,74.1938, 257.677
DoorFramelines,ScootB787PBB,000226.png,1,1598.61, 164.984
DoorFramelines,ScootB787PBB,000227-2.png,1,1593.29, 369.489
DoorFramelines,ScootB787PBB,000228.png,1,1862.46, 371.376
DoorFramelines,SilkAirB737,000104.png,1,1412.94, 250.095
DoorFramelines,SilkAirB737,000105.png,1,1406.24, 247.021
DoorFramelines,SilkAirB737,000106.png,1,1423.01, 277.38
DoorFramelines,SilkAirB737,000107.png,1,1426.96, 307.044
DoorFramelines,SilkAirB737,000108.png,1,1420.8, 332.967
DoorFramelines,SilkAirB737,000109.png,1,1421.01, 287.607
DoorFramelines,SilkAirB737,000110.png,1,1422.42, 264.96
DoorFramelines,SilkAirB737,000111.png,1,1426.27, 296.713
DoorFramelines,SilkAirB737,000112.png,1,1425.16, 335.857
DoorFramelines,SilkAirB737,000113.png,1,1423.35, 322.827
DoorFramelines,SilkAirB737,000114.png,1,1425.15, 316.554
DoorFramelines,SilkAirB737,000115.png,1,1375.75, 318.61
DoorFramelines,SilkAirB737,000116.png,1,1378.31, 352.256
DoorFramelines,SilkAirB737,000117.png,1,1385.69, 355.159
DoorFramelines,SilkAirB737,000118.png,1,1383.62, 329.164
DoorFramelines,SilkAirB737,000119.png,1,1376.99, 330.564
DoorFramelines,SilkAirB737,000120.png,1,1396.2, 339.021
DoorFramelines,SilkAirB737,000121.png,1,1406.05, 388.557
DoorFramelines,SilkAirB737,000122.png,1,1414.72, 418.011
DoorFramelines,SilkAirB737,000123.png,1,1430.8, 361.445
DoorFramelines,SilkAirB737,000124.png,1,1421.96, 416.079
DoorFramelines,SilkAirB737,000125.png,1,1440.62, 258.396
DoorFramelines,SilkAirB737,000126.png,1,1432.12, 396.471
DoorFramelines,SilkAirB737,000127.png,1,1430.2, 415.918
DoorFramelines,SilkAirB737,000128.png,1,1430.77, 388.15
DoorFramelines,SilkAirB737,000129.png,1,1431.78, 406.178
DoorFramelines,SilkAirB737,000130.png,1,1432.66, 380.628
DoorFramelines,SilkAirB737,000131.png,1,1421.15, 522.682
DoorFramelines,SilkAirB737,000132.png,1,1435.32, 358.387
DoorFramelines,SilkAirB737,000133.png,1,1423.21, 525.242
DoorFramelines,SilkAirB737,000134.png,1,1431.17, 387.121
DoorFramelines,SilkAirB737,000135.png,1,1437.43, 341.129
DoorFramelines,SilkAirB737,000136.png,1,1428.04, 465.032
DoorFramelines,SilkAirB737,000137.png,1,1437.47, 345.923
DoorFramelines,SilkAirB737,000138.png,1,1430.82, 391.581
DoorFramelines,SilkAirB737,000139.png,1,1434.17, 333.965
DoorFramelines,SQB772,000125-1.png,1,1874.2, 244.465
DoorFramelines,SQB772,000126-1.png,1,1838.32, 282.014
DoorFramelines,SQB772,000127.png,1,1802.92, 277.044
DoorFramelines,SQB772,000128.png,1,1259.96, 283.022
DoorFramelines,SQB772,000129-1.png,1,1721.68, 220.223
DoorFramelines,SQB772,000130.png,1,1668.89, 249.768
DoorFramelines,SQB772,000131.png,1,1611.62, 255.457
DoorFramelines,SQB772,000132-1.png,1,1558.64, 279.36
DoorFramelines,SQB772,000133.png,1,1516.13, 309.761
DoorFramelines,SQB772,000134-1.png,0,,
DoorFramelines,SQB772,000135.png,1,1431.69, 335.423
DoorFramelines,SQB772,000136-1.png,1,1386.77, 332.074
DoorFramelines,SQB772,000137.png,1,1411.16, 304.752
DoorFramelines,SQB772,000138-1.png,1,1402.37, 290.507
DoorFramelines,SQB772,000139.png,1,1397.94, 300.731
DoorFramelines,SQB772,000140.png,1,1402.08, 296.506
DoorFramelines,SQB772,000141.png,1,1400.06, 296.147
DoorFramelines,SQB772,000142.png,1,1399.32, 292.575
DoorFramelines,SQB772,000143.png,1,723.256, 349.122
DoorFramelines,SQB772,000144.png,1,1396.45, 325.501
DoorFramelines,SQB772,000145.png,1,1396.84, 332.134
DoorFramelines,SQB772,000146.png,1,722.521, 351.624
DoorFramelines,SQB772,000147.png,1,720.47, 433.555
DoorFramelines,SQB772,000148-1.png,1,1396.45, 330.387
DoorFramelines,SQB772,000149.png,1,1397.47, 368.859
DoorFramelines,SQB772,000150.png,1,1399.24, 370.401
DoorFramelines,SQB772,000151.png,1,1405.59, 314.412
DoorFramelines,SQB772,000152.png,1,1399.99, 321.468
DoorFramelines,SQB772,000153.png,1,1500.34, 242.498
DoorFramelines,SQB772,000154.png,1,1510.28, 324.588
DoorFramelines,SQB772,000155.png,1,1588.49, 333.502
DoorFramelines,SQB772,000156.png,1,1631.29, 348.602
DoorFramelines,SQB772,000157.png,1,1639.53, 279.079
DoorFramelines,SQB772,000158-1.png,1,1658.94, 299.134
DoorFramelines,SQB772,000159.png,1,1634.89, 331.832
DoorFramelines,SQB772,000160.png,1,1641.72, 298.273
DoorFramelines,SQB772,000161.png,1,1634.04, 269.922
DoorFramelines,SQB772,000162.png,1,1613.32, 290.802
DoorFramelines,SQB772,000163.png,1,1615.12, 274.02
DoorFramelines,SQB772,000164.png,1,760.234, 384.792
DoorFramelines,SQB772,000165.png,1,1623.6, 290.99
DoorFramelines,SQB772,000166.png,1,1649.43, 311.676
DoorFramelines,SQB772,000167.png,1,1642.02, 339.185
DoorFramelines,SQB772,000168-1.png,1,1647.31, 293.719
DoorFramelines,SQB772,000169.png,1,1620.44, 294.243
DoorFramelines,SQB772,000170.png,1,1564.64, 327.849
DoorFramelines,SQB772,000171.png,1,1585.92, 256.35
DoorFramelines,SQB772,000172.png,1,1590.75, 276.204
DoorFramelines,SQB772,000173.png,1,773.5, 461.435
DoorFramelines,SQB772,000174.png,1,1577.14, 358.769
DoorFramelines,SQB772,000175.png,1,1613.92, 172.969
DoorFramelines,SQB772,000176.png,1,769.779, 524.715
DoorFramelines,SQB772,000177.png,1,1605.61, 309.561
DoorFramelines,SQB772,000178-1.png,0,,
DoorFramelines,SQB772,000179.png,1,1614.17, 300.555
DoorFramelines,SQB772,000180.png,1,1638.35, 298.967
DoorFramelines,SQB772,000181.png,1,743.081, 416.592
DoorFramelines,SQB772,000182.png,1,736.315, 384.135
DoorFramelines,SQB772,000183.png,1,1633.51, 304.082
DoorFramelines,SQB772,000184.png,1,1635.04, 319.266
DoorFramelines,SQB772,000185.png,1,1635.91, 303.108
DoorFramelines,SQB772,000186.png,1,1876.66, 356.885
DoorFramelines,SQB772,000187.png,1,1870.27, 372.986
DoorFramelines,SQB772,000188.png,1,1870.17, 382.263
DoorFramelines,SQB772Rain,000141.png,0,,
DoorFramelines,SQB772Rain,000142.png,1,1852.36, 265.681
DoorFramelines,SQB772Rain,000143.png,1,1820.6, 263.533
DoorFramelines,SQB772Rain,000144.png,1,1801.01, 192.211
DoorFramelines,SQB772Rain,000145.png,1,1761.99, 199.987
DoorFramelines,SQB772Rain,000146.png,1,1713.63, 232.56
DoorFramelines,SQB772Rain,000147.png,1,1655.83, 279.271
DoorFramelines,SQB772Rain,000148.png,1,1594.7, 314.405
DoorFramelines,SQB772Rain,000149.png,1,1539.93, 305.607
DoorFramelines,SQB772Rain,000150.png,1,1541.61, 320.788
DoorFramelines,SQB772Rain,000151.png,1,915.38, 354.227
DoorFramelines,SQB772Rain,000152.png,1,900.741, 317.937
DoorFramelines,SQB772Rain,000153.png,1,1531.92, 292.355
DoorFramelines,SQB772Rain,000154.png,1,1522.97, 314.528
DoorFramelines,SQB772Rain,000155.png,1,1526.78, 286.416
DoorFramelines,SQB772Rain,000156.png,1,1521.41, 331
DoorFramelines,SQB772Rain,000157.png,1,1525.74, 305.601
DoorFramelines,SQB772Rain,000158.png,1,1533.06, 315.779
DoorFramelines,SQB772Rain,000159.png,1,1531.96, 330.906
DoorFramelines,SQB772Rain,000160.png,1,1534.61, 343.427
DoorFramelines,SQB772Rain,000161.png,1,1533.35, 336.928
DoorFramelines,SQB772Rain,000162.png,1,1548.2, 348.168
DoorFramelines,SQB772Rain,000163.png,1,1597.03, 299.559
DoorFramelines,SQB772Rain,000164.png,1,1588.06, 327.714
DoorFramelines,SQB772Rain,000165.png,1,1628.46, 335.61
DoorFramelines,SQB772Rain,000166.png,1,1654.32, 342.781
DoorFramelines,SQB772Rain,000167.png,1,1633.03, 352.184
DoorFramelines,SQB772Rain,000168.png,1,764.088, 452.345
DoorFramelines,SQB772Rain,000169.png,1,1641.78, 341.448
DoorFramelines,SQB772Rain,000170.png,1,1650.64, 298.015
DoorFramelines,SQB772Rain,000171.png,1,1667.77, 297.212
DoorFramelines,SQB772Rain,000172.png,1,1648.63, 323.115
DoorFramelines,SQB772Rain,000173.png,1,1639.21, 354.367
DoorFramelines,SQB772Rain,000174.png,1,1636.47, 389.374
DoorFramelines,SQB772Rain,000175.png,0,,
DoorFramelines,SQB772Rain,000176.png,1,1645.06, 350.204
DoorFramelines,SQB772Rain,000177.png,1,1644.58, 365.691
DoorFramelines,SQB772Rain,000178.png,0,,
DoorFramelines,SQB772Rain,000179.png,1,1279.46, 301.458
DoorFramelines,SQB772Rain,000180.png,1,1882.56, 292.335
DoorFramelines,SQB772Rain,000181.png,1,779.333, 531.759
DoorFramelines,SQB772Rain,000182.png,1,1872.36, 373.987
DoorFramelines,TigerAirA320,000140.png,1,1439.18, 262.019
DoorFramelines,TigerAirA320,000141.png,1,1443.97, 264.308
DoorFramelines,TigerAirA320,000142.png,1,1450.85, 255.935
DoorFramelines,TigerAirA320,000143.png,1,1441.42, 272.867
DoorFramelines,TigerAirA320,000144.png,1,1422.75, 293.779
DoorFramelines,TigerAirA320,000145.png,1,1774.25, 207.759
DoorFramelines,TigerAirA320,000146.png,1,1399.46, 335.425
DoorFramelines,TigerAirA320,000147.png,1,309.112, 250.109
DoorFramelines,TigerAirA320,000148.png,1,1373.15, 325.484
DoorFramelines,TigerAirA320,000149.png,1,1367.61, 355.395
DoorFramelines,TigerAirA320,000150.png,1,1388.74, 381.021
